id          first_name  last_name   gender      party       party_duration  age         married     children_count  homeowner   employed    created_at                 updated_at
1103        Tracey      Ullrich     female      republican  44              61          1           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2754        Zelma       Jacobs      female      republican  35              45          0           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
390         Cristina    Willms      male        democrat    24              88          0           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
319         Juliana     O'Keefe     male        democrat    9               19          1           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4762        Verna       Kerluke     male        democrat    13              54          1           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3819        Donnie      Cremin      male        republican  34              90          0           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2876        Theresa     Hackett     female      republican  50              81          1           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3776        Zoila       Cummings    male        democrat    8               52          0           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3056        Deja        Mertz       female      democrat    21              31          0           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
510         Waino       McGlynn     female      republican  14              34          0           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
994         Shemar      Schmeler    female      democrat    25              64          1           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1507        Assunta     Jacobi      female      independen  22              54          0           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
639         Dangelo     Swift       male        republican  26              52          0           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4706        Lilian      Altenwerth  female      republican  17              34          1           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1850        Johnathan   Langworth   male        republican  54              84          1           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1852        Ashton      Schmeler    female      independen  48              86          0           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2554        Bridget     Schultz     male        democrat    9               46          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2225        Roslyn      Block       female      democrat    29              44          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2856        Conner      Satterfiel  male        democrat    24              36          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4568        Estella     Streich     female      na          5               83          0           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3500        Randal      Hyatt       male        green       12              28          1           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2202        Vivian      Blanda      male        democrat    43              87          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1526        Hector      Turner      male        democrat    17              42          1           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3039        Olin        Jones       female      republican  13              49          0           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1741        Mitchel     Mosciski    male        republican  13              35          1           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4307        Geovanny    Parker      male        democrat    31              65          1           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2683        Kristina    Shields     male        democrat    12              84          1           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
571         Bianka      Trantow     male        democrat    50              80          0           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1436        Vinnie      Cronin      male        green       8               46          0           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3960        Angelica    Hettinger   male        democrat    60              72          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2322        Maritza     Lynch       male        democrat    28              44          1           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3846        Tristin     Fay         male        republican  28              52          1           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3579        Rachael     Waters      female      democrat    19              64          1           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
813         Sunny       Koepp       female      republican  31              79          1           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
879         Jermaine    Klein       female      republican  41              60          0           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2444        Mario       Jacobi      female      democrat    16              34          0           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3692        Mariano     Turcotte    male        democrat    29              86          1           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3473        Graham      Padberg     male        democrat    7               58          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4581        Brett       Pollich     female      democrat    39              51          1           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2649        Elissa      Farrell     female      green       2               32          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1594        Trevion     Ward        female      republican  14              25          1           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
401         Jed         Nicolas     male        independen  49              59          1           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4899        Chasity     Baumbach    female      republican  31              67          1           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2907        Mertie      Davis       male        republican  50              66          1           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2013        Joel        Ebert       female      independen  24              47          0           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3073        Brycen      Luettgen    female      democrat    11              29          0           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2722        Maximillia  Beatty      female      na          34              45          0           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3931        Clemmie     Schuster    female      republican  7               23          1           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4728        Torrey      Wolf        male        democrat    2               76          1           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2913        Turner      Hamill      female      republican  16              32          1           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
203         Baylee      Homenick    male        na          32              52          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4447        Adalberto   Lang        female      democrat    5               21          0           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2362        Nico        Gibson      female      republican  67              81          1           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3085        Adah        Flatley     female      democrat    24              85          0           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3148        Demarco     Pagac       male        republican  28              83          1           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2017        Terence     Homenick    male        republican  49              64          1           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3028        Devan       Wintheiser  female      democrat    9               48          1           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2678        Jonatan     Hirthe      male        democrat    14              39          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4693        Maybell     Trantow     male        democrat    24              44          0           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4588        Marshall    Brekke      male        democrat    14              71          1           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
611         Tyreek      Gerlach     male        green       32              46          1           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3253        Edison      Gaylord     female      republican  40              59          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1365        Montana     Altenwerth  male        republican  8               21          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
149         Kristofer   Cummings    female      republican  3               88          0           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3479        Dane        Schulist    female      democrat    44              54          1           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
161         Ryleigh     Johnston    female      democrat    13              36          1           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2713        Alverta     Steuber     female      independen  6               61          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1636        Milo        Bartell     male        republican  31              54          1           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3283        Ryleigh     Larson      female      republican  21              80          0           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
92          Ezequiel    Mann        male        republican  26              41          0           0               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2606        Orpha       Davis       female      democrat    18              33          0           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
414         Lesley      Reinger     male        republican  24              67          0           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4537        Gail        Waelchi     female      democrat    13              50          0           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1472        Maxie       Leuschke    female      na          14              70          0           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3799        Blaise      Rempel      female      democrat    22              32          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4282        Justine     Effertz     female      independen  3               25          0           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4065        Raoul       McKenzie    female      independen  12              22          0           4               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
987         Vilma       Ritchie     female      democrat    53              81          0           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
76          Arnold      Wyman       female      republican  6               37          1           0               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2385        Lucie       Greenholt   male        democrat    7               18          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1736        Esta        Mueller     female      independen  52              88          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4198        Andy        Gutkowski   female      republican  2               21          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4497        Rory        Stroman     female      democrat    36              87          0           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4164        Kara        Trantow     male        democrat    16              29          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2738        Rasheed     Wyman       female      republican  9               70          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2971        Shaina      Langosh     female      democrat    7               51          1           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4849        Erica       Zemlak      male        democrat    11              21          1           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1490        Manuel      Schuppe     female      democrat    3               36          1           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1299        Jewell      Lockman     female      democrat    20              80          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3837        Abdullah    Block       male        democrat    31              66          1           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
493         Sydney      Homenick    male        democrat    19              46          0           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
48          Demetris    Schmitt     male        republican  22              79          0           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1980        Roosevelt   Donnelly    male        democrat    72              82          1           5               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1452        Birdie      Friesen     male        democrat    7               25          0           5               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2304        Vito        Jacobs      male        republican  58              69          1           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2530        Keven       MacGyver    male        democrat    62              86          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4835        Lea         Windler     male        republican  7               42          0           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1578        Kellie      Huel        male        green       7               18          1           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
988         Carrie      Hintz       female      na          10              37          1           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2700        Xavier      Streich     female      republican  1               28          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3518        Tianna      Harris      female      democrat    8               88          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2136        Augustus    Davis       male        democrat    1               82          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2950        Idell       Littel      male        republican  26              37          1           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3748        Sherwood    Keeling     male        republican  13              39          1           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4298        Maiya       Sanford     female      republican  8               36          1           3               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2848        Wilhelmine  Graham      female      democrat    11              25          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3752        Tyrique     Gleichner   male        republican  4               32          1           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
375         Camilla     Feil        male        independen  7               23          1           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3224        Ansel       Ebert       male        democrat    36              84          0           2               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3920        Cyrus       White       female      democrat    6               64          0           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2852        Triston     Ziemann     male        democrat    3               21          0           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4168        Alisa       Hansen      male        republican  39              76          0           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4222        Adan        Thiel       male        democrat    70              87          1           8               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3138        Chasity     Braun       male        democrat    2               18          0           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3047        Leonel      Dooley      male        republican  10              20          1           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3932        Cleo        Cassin      female      democrat    24              35          1           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4032        Louie       Ortiz       female      republican  41              68          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3576        Nat         Lockman     female      republican  12              77          1           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4408        Nikko       Schultz     female      democrat    58              82          0           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3508        Art         Johnston    female      democrat    6               79          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3441        Citlalli    Braun       female      independen  28              56          0           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2788        Elinore     Jacobs      female      republican  12              38          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
789         Maegan      Moen        male        democrat    28              46          0           7               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
722         Letha       Hilpert     female      independen  4               82          0           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3713        Shea        Wisoky      male        green       14              39          1           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2786        Kacey       Morar       male        democrat    40              55          1           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2654        Kyleigh     Farrell     female      republican  1               21          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2421        Dillon      Ruecker     female      republican  70              89          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
282         Nikolas     Block       female      democrat    10              22          1           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2942        Ryleigh     Goldner     female      republican  24              50          1           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1778        Ola         Barrows     female      republican  36              78          1           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
426         Junior      Stokes      male        democrat    7               41          1           7               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2929        Edward      Bergnaum    male        democrat    10              87          0           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3433        Zachary     Durgan      male        green       29              69          1           2               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1201        Reagan      Kerluke     female      green       23              44          0           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2365        Aniya       Nitzsche    male        democrat    48              74          1           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4366        Daisha      Pfannersti  male        democrat    23              45          0           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
172         Tyrique     Bednar      male        democrat    37              82          1           7               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3716        Enrico      Parker      female      republican  25              70          0           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
568         John        McClure     male        democrat    4               66          1           1               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1312        Jaleel      Koss        male        republican  8               32          0           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
965         Javon       Rempel      male        democrat    28              79          0           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
1104        Domenick    McCullough  female      democrat    28              54          1           1               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3326        Juvenal     Hane        male        democrat    17              30          0           8               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2813        Erik        Reinger     male        republican  42              53          0           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3823        Olen        Simonis     male        na          6               22          0           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
777         Vanessa     O'Hara      male        republican  1               28          1           6               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4353        Hadley      Veum        female      democrat    3               39          1           6               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
246         Gino        Zemlak      male        green       6               33          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2525        Jonatan     Bauch       male        na          38              70          1           3               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4305        Samanta     Balistreri  male        republican  20              44          0           5               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3110        Teresa      Weimann     female      democrat    1               22          0           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3851        Chad        Trantow     female      na          2               22          1           1               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3163        Maureen     Mitchell    male        republican  22              44          0           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3268        Ivy         Kilback     female      republican  56              89          0           6               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4870        Estelle     Beer        female      democrat    1               68          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
795         Jedediah    Emard       female      independen  1               22          0           0               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
2146        Flavio      Graham      male        republican  4               47          1           4               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
